,employer,record_date,comment,overall_result,interesting_tasks,equality,communication,working_conditions,supervisor_behavior,dealing_w_older_colleagues,colleague_cohesion,environmental_social awareness,salary_benefits,career_training,work_life_balance,image,overall_number
2622,zalando,Juni 2021,Teamleiter Logistik,recommended,3.0,5.0,5.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,2.0,4.0,1
2623,infineon-technologies,Dezember 2021,It is a great opportunity to first introduce myself in a working environment,recommended,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,3.0,1
2624,volkswagen,April 2022,Arbeitsgebeber mit Verantwortung,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
2625,eon,Oktober 2021,Vertrauen und Kultur sind ausbaufähig,not_recommended,4.0,4.0,3.0,4.0,1.0,2.0,4.0,3.0,5.0,3.0,3.0,2.0,0
2626,sartorius,April 2021,Management nicht kompetent,not_recommended,3.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,0
2627,deutsche-telekom,April 2022,Sehr guter AG,recommended,4.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
2628,vonovia-se,Oktober 2021,OB in Hannover,not_recommended,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,0
2629,hannover-rueckversicherung,April 2018,Langeweile kenne ich nicht .....,recommended,5.0,3.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,1
2630,eon,Oktober 2021,Es ist nicht alles Gold was glänzt,recommended,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,1.0,4.0,5.0,1
2631,porsche-gruppe,Oktober 2021,Der beste Arbeitgeber,recommended,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,1
2632,sap,Mai 2022,Stressig aber gut,recommended,5.0,5.0,3.0,4.0,2.0,5.0,4.0,5.0,5.0,5.0,3.0,5.0,1
2633,porsche-gruppe,Juli 2021,Top top top,recommended,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,1
2634,volkswagen,November 2021,Ist ein super Job Buch kriege super Leistungen von Vw werde super behandelt,recommended,,,,,,,,,,,,,1
2635,basf-se,Januar 2022,Kein Job für die Ewigkeit,not_recommended,5.0,2.0,3.0,4.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,3.0,0
2636,linde,Februar 2022,Die Guten Zeiten sind vorbei trotz Standortsicherung für weitere Jahre,not_recommended,1.0,3.0,2.0,1.0,3.0,4.0,4.0,2.0,3.0,1.0,3.0,2.0,0
2637,rwe,Juli 2019,Viele Möglichkeiten zur Entwicklung und Weiterbildung,recommended,5.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,2.0,1
2638,mtuaeroengines,März 2022,TOP Arbeitgeber,recommended,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,1
2639,brenntag,September 2019,"Super Arbeitgeber, Es macht spass für das Unternehmen tätig zu sein.",recommended,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,1
2640,henkel-aa,September 2020,"Bester Arbeitgeber, den ich je hatte",recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,1
2641,fresenius-se,Januar 2021,Corporate Finance & Global Treasury - Ein Praktikum um sich weiterzuentwickeln,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
2642,qiagen,April 2020,Corona: Der Krise mit klarer Kommunikation und Aufklärung begegnen,recommended,4.0,4.0,4.0,4.0,5.0,,5.0,3.0,3.0,5.0,4.0,4.0,1
2643,covestro-deutschland3,August 2019,"Der Arbeitgeber ist sehr zu empfehlen. Meckern ist immer leicht, aber die Mitarbeiter sind meist zufrieden.",recommended,4.0,5.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,1
2644,rwe,August 2021,Familiäres Umfeld im Konzern,recommended,5.0,4.0,4.0,4.0,5.0,5.0,,5.0,4.0,4.0,,5.0,1
2645,continental-gruppe,April 2022,Arbeitsbewertung,recommended,4.0,3.0,4.0,3.0,2.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,1
2646,brenntag,Januar 2020,Finger weg. Zumindest für das Arbeiten im Lager.,not_recommended,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,1.0,0
2647,covestro-deutschland3,November 2021,Werkstudent Tax Accounting & Tax Technology,recommended,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,1
2648,porsche-gruppe,März 2022,Unbegründete Arroganz,not_recommended,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2649,zalando,April 2021,Manche Abteilungen für Team Leiter bessere Einarbeitung ! Shipping= Chaos. Die Vergütung sollte definitiv mehr sein ä.,recommended,3.0,4.0,3.0,1.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,1
2650,volkswagen,Februar 2022,Fairer Arbeitgeber mit Unterstützung persönlicher Ziele,recommended,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,1
2651,pumagroup,Januar 2022,Top Arbeitgeber,recommended,5.0,5.0,5.0,3.0,5.0,5.0,3.0,4.0,4.0,3.0,4.0,5.0,1
2652,covestro-deutschland3,Juli 2020,Guter Job in schwierigen Zeiten,recommended,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,3.0,5.0,3.0,3.0,1
2653,zalando,Februar 2022,Traumarbeitgeber!!!!,recommended,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,1
2654,brenntag,März 2019,Abt. Key Account - Die einzige Konstante ist die Fluktuation,not_recommended,2.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,0
2655,volkswagen,November 2021,Bis auf das Image alles top,recommended,4.0,3.0,4.0,4.0,4.0,3.0,4.0,5.0,3.0,4.0,2.0,4.0,1
2656,linde,Februar 2020,Eine Katastrophe,not_recommended,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2657,pumagroup,Mai 2018,bieten viele Angebote für Familien und Kinderbetreuung,recommended,4.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,3.0,4.0,3.0,4.0,1
2658,vonovia-se,November 2021,Nicht zu empfehlen,not_recommended,3.0,3.0,3.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,3.0,1.0,0
2659,zalando,Dezember 2021,Übergangsmäßig ist es ok,not_recommended,2.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,1.0,1.0,4.0,3.0,0
2660,pumagroup,September 2021,Light and Shadow,not_recommended,2.0,1.0,4.0,1.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,1.0,0
2661,basf-se,Dezember 2021,Ist okay,not_recommended,4.0,3.0,2.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,0
2662,hellofresh,Oktober 2020,Working at HelloFresh is very exciting. The workflow is heavy but rewarding and the people are amazing!,recommended,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,3.0,5.0,1
2663,deutsche-boerse,Oktober 2021,Toller Arbeitgeber mit einem starken und hilfsbereitem Team,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
2664,eon,Oktober 2021,Super Arbeitgeber in der Region,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
2665,pumagroup,Oktober 2018,Bremsen Unternehmen,not_recommended,4.0,4.0,5.0,1.0,1.0,5.0,2.0,3.0,2.0,4.0,3.0,1.0,0
2666,deutsche-telekom,Februar 2022,Jeden Tag eine neue Herausforderung,recommended,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,1
2667,qiagen,Mai 2019,Top Arbeitgeber!,recommended,5.0,5.0,4.0,5.0,5.0,,5.0,,4.0,5.0,5.0,,1
2668,sartorius,Mai 2020,Kann mich nicht beschweren,recommended,3.0,,3.0,4.0,5.0,,5.0,4.0,3.0,,5.0,4.0,1
2669,basf-se,Januar 2022,"Wer hier anfängt ist verzweifelt, wer hier bleibt ist gescheitert!",not_recommended,5.0,1.0,4.0,1.0,3.0,2.0,2.0,1.0,1.0,4.0,1.0,3.0,0
2670,volkswagen,April 2022,Top Arbeitgeber,recommended,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,1
2671,muenchener-rueckversicherung,Oktober 2017,"solider Arbeitgeber, etwas schwerfällig aber umgänglich",recommended,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,5.0,1
2672,symrise,September 2019,Symrise ist in der Summe ein guter Arbeitgeber,recommended,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,5.0,1
2673,qiagen,März 2017,Nicht zu empfehlen ...,not_recommended,1.0,2.0,4.0,3.0,1.0,5.0,4.0,5.0,4.0,3.0,3.0,1.0,0
2674,henkel-aa,April 2021,Gibt keinen besseren als Henkel!,recommended,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,,5.0,1
2675,qiagen,Juli 2021,Tolles Unternehmen,recommended,5.0,3.0,5.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,,4.0,1
2676,vonovia-se,September 2021,Mein Arbeitgeber,recommended,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,4.0,1
2677,fresenius-medical-care,Juni 2020,angenehmes Arbeitsklima,recommended,5.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,1
2678,siemens,April 2022,Immer Interessante Arbeit aber permanenter großer Druck,recommended,5.0,3.0,2.0,4.0,2.0,4.0,3.0,4.0,4.0,3.0,1.0,2.0,1
2679,bmwgroup,April 2022,Alles andere sind Luxusprobleme,recommended,5.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,3.0,5.0,5.0,1
2680,deutsche-bank,Mai 2020,Super,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,1
2681,zalando,Februar 2022,Unmenschlichkeit trifft auf Möchtegernkreativität,not_recommended,2.0,2.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,0
2682,basf-se,November 2021,Ingenieur im Engineering,recommended,4.0,3.0,4.0,5.0,4.0,4.0,3.0,5.0,4.0,5.0,3.0,,1
2683,adidas,August 2020,exceeded my expectations regarding my position in the team but overall suffered from corona consequences,recommended,5.0,3.0,2.0,4.0,5.0,4.0,4.0,3.0,5.0,4.0,4.0,5.0,1
2684,rwe,Juli 2019,Top Arbeitgeber!,recommended,4.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,1
2685,mtuaeroengines,März 2022,Zusammenfassend ein super Arbeitgeber,recommended,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
2686,fresenius-se,August 2018,TOP!!!,recommended,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,1
2687,fresenius-se,Juni 2017,Die beste Erfahrung das ich bei eine Zeitarbeitsfirme das ich bisher gemacht habe!,recommended,5.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0,5.0,3.0,5.0,4.0,1
2688,daimler-truck3,November 2021,Guter Arbeitgeber,recommended,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,1
2689,pumagroup,Juni 2018,"Grundsätzlich top, aber noch immer zu sehr von einzelnen Personen abhängig.",recommended,4.0,3.0,4.0,4.0,2.0,2.0,3.0,4.0,3.0,4.0,,5.0,1
2690,sap,April 2022,Bester Arbeitgeber für Frauen,recommended,5.0,4.0,4.0,5.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,1
2691,sartorius,Juni 2020,Top Arbeitgeber! Es gibt immer Dinge die besser gehen aber hier sind das schon sehr wenige.,recommended,5.0,5.0,3.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,1
2692,deutsche-boerse,November 2019,Super Unternehmen mit chronischem Managementproblem,recommended,5.0,3.0,3.0,3.0,2.0,3.0,5.0,2.0,3.0,3.0,3.0,5.0,1
2693,deutsche-telekom,Januar 2022,mies,not_recommended,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0
2694,deutsche-bank,März 2021,Ganz schwaches Management,recommended,2.0,4.0,3.0,3.0,1.0,3.0,3.0,3.0,4.0,2.0,3.0,1.0,1
2695,basf-se,April 2022,Flexibel und familienfreundlich,recommended,5.0,4.0,5.0,5.0,4.0,5.0,5.0,3.0,5.0,4.0,4.0,4.0,1
2696,basf-se,November 2021,Als Neuling ist man verloren ohne Ansprechpartner,not_recommended,,,,2.0,3.0,,5.0,,4.0,,3.0,,0
2697,zalando,November 2021,Naja,not_recommended,1.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0
2698,merckaa,April 2022,Mixed Feelings,recommended,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,1
2699,rwe,Juli 2020,Gutes Unternehmen mit zu schlechter öffentlicher Wahrnehmung,recommended,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,3.0,,1
2700,mercedes-benz-group,März 2022,Ein wirklich guter Arbeitgeber,recommended,4.0,4.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,1
2701,volkswagen,Dezember 2021,"Insgesamt war mein Praktikum erfolgreich, da ich neue Dinge gelernt habe. Zudem hab ich Berufserfahrung gesammelt",recommended,4.0,4.0,5.0,3.0,5.0,5.0,4.0,3.0,,4.0,5.0,5.0,1
2702,continental-gruppe,Januar 2022,Gutes Unternehmen mit kleinen Macken,recommended,4.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,5.0,3.0,4.0,4.0,1
2703,fresenius-se,Oktober 2018,Fairer Arbeitgeber,recommended,4.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,1
2704,mtuaeroengines,März 2022,MTU Aero Engines AG - bester Arbeitgeber!,recommended,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,1
2705,sap,April 2022,Genialer Arbeitgeber - alles ist möglich,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,1
2706,siemens,Januar 2022,"sicherer Arbeitgeber, gutes Klima",recommended,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,1
2707,bmwgroup,Februar 2022,War mal ein sehr guter Arbeitgeber,not_recommended,4.0,2.0,5.0,2.0,2.0,1.0,5.0,2.0,5.0,2.0,1.0,3.0,0
2708,infineon-technologies,Dezember 2021,a lot of useful tasks,recommended,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,1
2709,sartorius,April 2022,"es sind jetzt 32 Jahre, direkt aus dem Studium bei Sartorius angefangen.",recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
2710,daimler-truck3,September 2021,Powertrain Einkauf - Unprofessionell & keine Wertschätzung,not_recommended,,,1.0,,1.0,,1.0,,1.0,1.0,,,0
2711,fresenius-se,Dezember 2019,"Tolles Unternehmen, jedoch Standort abhängig!",recommended,4.0,4.0,1.0,2.0,3.0,4.0,2.0,4.0,3.0,5.0,4.0,5.0,1
2712,deutsche-telekom,Mai 2022,"Ich habe genug gelernt, goodbye !",not_recommended,1.0,1.0,2.0,1.0,1.0,2.0,3.0,,1.0,1.0,1.0,1.0,0
2713,eon,Februar 2021,Im letzten Jahrhundert zurückgeblieben,not_recommended,1.0,4.0,1.0,3.0,3.0,4.0,3.0,3.0,5.0,2.0,4.0,3.0,0
2714,mtuaeroengines,März 2022,"Bemüht ein modernes Unternehmen zu werden aber oftmals altbacken, kompliziert und teilweise sehr verstaubt.",recommended,5.0,4.0,3.0,3.0,5.0,5.0,5.0,4.0,3.0,3.0,3.0,4.0,1
2715,fresenius-medical-care,Oktober 2021,Unvergessliche Zeit als Werkstudent in der IWT-Abteilung,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,1
2716,adidas,Juli 2020,Das Praktikum in meinem Team würde ich zu hundert Prozent weiterempfehlen. Das Team ist offen und erklärt alles gut.,recommended,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,1
2717,hellofresh,November 2019,Sehr bemüht um Mitarbeiterwohl aber auch sehr chaotisch,recommended,3.0,5.0,2.0,4.0,3.0,5.0,5.0,4.0,4.0,2.0,5.0,4.0,1
2718,mtuaeroengines,März 2022,Stolz in so einer Firma arbeiten zu dürfen,recommended,4.0,5.0,3.0,4.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,1
2719,deutsche-post,April 2022,A neverending Story,recommended,5.0,1.0,2.0,3.0,5.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,1
2720,covestro-deutschland3,Oktober 2021,Gute Möglichkeit um viel zu lernen,recommended,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,1
2721,linde,Mai 2020,Guter Arbeitgeber,recommended,3.0,2.0,4.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,4.0,3.0,1
2722,henkel-aa,Mai 2022,"Ein super Arbeitgeber, aber die Philosophie des Konzerns wird nicht überall gelebt. Veraltete Räume und wenig Respekt",recommended,4.0,5.0,5.0,4.0,2.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,1
2723,hannover-rueckversicherung,Oktober 2019,"Gute Stimmung, sozial geht mehr",recommended,5.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,1
2724,deutsche-boerse,Juni 2019,Umstrukturierungen wirken sich auf die Stimmung aus,not_recommended,4.0,4.0,3.0,4.0,2.0,1.0,4.0,2.0,2.0,1.0,3.0,3.0,0
2725,deutsche-boerse,Februar 2021,Ein sehr guter und sicherer Ausbildungsbetrieb,recommended,,,,,,,,,,,,,1
2726,fresenius-medical-care,April 2022,Laborverantwortlicher,recommended,5.0,5.0,2.0,3.0,1.0,5.0,5.0,3.0,4.0,4.0,3.0,2.0,1
2727,symrise,September 2019,"Benefits?? Wäre schön, wenn schonmal genügend Parkplätze in Reichweite der Arbeitsstätte zur Verfügung stehen würden.",not_recommended,4.0,4.0,2.0,3.0,1.0,4.0,3.0,2.0,1.0,3.0,1.0,2.0,0
2728,fresenius-medical-care,Dezember 2021,Ein Traumpraktikum,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,1
2729,mtuaeroengines,März 2022,Arbeitsplatzbewertung,recommended,4.0,5.0,4.0,,4.0,5.0,5.0,,5.0,4.0,4.0,5.0,1
2730,linde,November 2020,Sehr gute Firma mit hohem Qualitätsstandard‘s,recommended,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,1
2731,siemens,Februar 2022,Siemens AG - GS SCM,recommended,4.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,1
2732,linde,Juni 2020,"chaotische Führung in den Produktionsstandorten, der Mensch zählt nicht",not_recommended,1.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,4.0,1.0,2.0,1.0,0
2733,symrise,August 2021,"Traditionelles, wenig flexibles Management. Aussendarstellung entspricht nicht dem Inneren.",not_recommended,4.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,4.0,0
2734,qiagen,November 2021,"Eigentlich bin ich zufrieden hier, aber...",recommended,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,2.0,3.0,5.0,4.0,1
2735,volkswagen,August 2021,Behörde mit hohem Gehalt,not_recommended,4.0,3.0,3.0,3.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,0
2736,zalando,März 2022,"kümmert sich nicht um die Mitarbeiter, auch wenn sie das sagen",not_recommended,2.0,4.0,1.0,4.0,1.0,3.0,1.0,4.0,2.0,3.0,2.0,2.0,0
2737,muenchener-rueckversicherung,Juni 2018,Gut: 3.15 von 5 Sternen,recommended,2.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,2.0,4.0,5.0,1
2738,deutsche-bank,Januar 2022,ohne Strategie voran,not_recommended,4.0,4.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,3.0,2.0,0
2739,mercedes-benz-group,Januar 2022,Könnte besser sein…,not_recommended,4.0,3.0,3.0,4.0,2.0,4.0,4.0,2.0,2.0,1.0,3.0,4.0,0
2740,deutsche-post,April 2022,Knochenmühle,not_recommended,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2741,henkel-aa,Februar 2022,Weltmarktführer im Klebstoffbereich mit Schattenseiten! (Bereich Adhesives),not_recommended,5.0,3.0,2.0,2.0,1.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,0
2742,linde,Oktober 2021,Leider geht es stetig bergab,not_recommended,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,0
2743,linde,November 2021,Linde existiert leider nicht mehr,not_recommended,1.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,5.0,1.0,1.0,4.0,0
2744,adidas,April 2022,Volle Flexibilität um Vollzeit arbeiten zu können,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
2745,deutsche-post,April 2022,Bewertung,not_recommended,3.0,4.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,3.0,0
2746,muenchener-rueckversicherung,Juli 2019,"gutes solides unternehmen, das derzeit aber überzieht und zusehr an der personalkostenschraube dreht",recommended,4.0,5.0,2.0,5.0,2.0,4.0,4.0,5.0,5.0,2.0,5.0,5.0,1
2747,porsche-gruppe,April 2021,Niemand ist auch nur annähernd so toll,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
2748,hellofresh,Juli 2019,Der berufliche Alltag in einer großen WG ist bei HelloFresh mehr als abwechslungsreich und spannend.,recommended,4.0,5.0,4.0,3.0,4.0,5.0,4.0,4.0,3.0,4.0,5.0,5.0,1
2749,airbus,Juli 2021,Die Firma mit Zukunft,recommended,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,1
2750,continental-gruppe,Mai 2022,Tolle Arbeitsatmosphäre mit hoher Flexibilität,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
2751,delivery-hero,Mai 2021,One of the most toxic places I've ever worked at.,not_recommended,2.0,2.0,1.0,3.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,0
2752,eon,Mai 2021,Old School. Veränderungsresistent.,not_recommended,1.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,1.0,3.0,1.0,0
2753,mercedes-benz-group,Januar 2022,toller Arbeitgeber,recommended,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,1
2754,rwe,Januar 2020,"Alles in allem bin ich sehr zufrieden und wirklich stolz, dort zu arbeiten.",recommended,4.0,5.0,2.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,3.0,2.0,1
2755,linde,Juli 2021,Alle müssen zurück in die Büros,not_recommended,5.0,,1.0,3.0,1.0,3.0,5.0,1.0,3.0,3.0,1.0,5.0,0
2756,fresenius-se,August 2020,"Onlinebewerbung, Vorstellungsgespräch, Einstellung",recommended,5.0,3.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,2.0,5.0,1
2757,bmwgroup,Februar 2022,Vieles von den Vorgesetzten abhängig,recommended,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,1
2758,deutsche-post,Mai 2022,Der Horror,not_recommended,2.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0
2759,qiagen,November 2016,Erfolgreiche Firma zu Grabe getragen,not_recommended,4.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,1.0,2.0,0
2760,brenntag,April 2019,"Key Account Management, Sprungbrett zum nächsten Karriereschritt",recommended,4.0,4.0,4.0,3.0,4.0,3.0,5.0,3.0,3.0,3.0,3.0,2.0,1
2761,siemens,Februar 2022,home office,not_recommended,3.0,4.0,3.0,4.0,4.0,5.0,4.0,3.0,2.0,1.0,4.0,3.0,0
2762,bmwgroup,Mai 2022,Dankbar für die Förderung der beruflichen Entwicklung sowie einen zufriedenstellenden Abschluss für alle Parteien.,recommended,4.0,5.0,5.0,4.0,5.0,5.0,3.0,,3.0,4.0,5.0,5.0,1
2763,symrise,September 2019,"Guter Arbeitgeber, bei dem man gerne arbeitet",recommended,4.0,3.0,4.0,5.0,4.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,1
2764,eon,November 2021,Ahnungslose Führungskräfte,not_recommended,4.0,2.0,3.0,1.0,3.0,4.0,4.0,4.0,1.0,3.0,2.0,1.0,0
2765,continental-gruppe,März 2022,"Gutes Unternehmen, alte Strukturen",not_recommended,3.0,5.0,2.0,3.0,2.0,5.0,5.0,,4.0,1.0,5.0,3.0,0
2766,brenntag,Juni 2020,Flexible work at the Brenntag,recommended,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,1
2767,bmwgroup,Februar 2022,Mehr als zufrieden,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
2768,merckaa,November 2019,Gute Arbeitsbedingungen und fairer Umgang zwischen Vorgesetzten unnd Mitarbeitern,recommended,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,1
2769,fresenius-medical-care,Oktober 2019,Eine gute Firma in der man gerne arbeitet,recommended,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,4.0,3.0,3.0,1
2770,daimler-truck3,Januar 2022,Top Arbeitgeber,recommended,4.0,3.0,4.0,5.0,4.0,5.0,5.0,5.0,3.0,3.0,5.0,4.0,1
2771,covestro-deutschland3,Januar 2020,"Die Bewertung ist recht gut, was den Arbeitsgeber gut wiederspiegelt.",recommended,5.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,1
2772,sartorius,Mai 2021,Top Team,recommended,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,1
2773,linde,Mai 2020,Je nachdem welcher Vorgesetzter,recommended,5.0,5.0,4.0,3.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,3.0,1
2774,infineon-technologies,Dezember 2021,"Sehr gut: 4,6 von 5 Sternen",recommended,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,2.0,4.0,5.0,5.0,1
