,employer,record_date,comment,overall_result,interesting_tasks,equality,communication,working_conditions,supervisor_behavior,dealing_w_older_colleagues,colleague_cohesion,environmental_social awareness,salary_benefits,career_training,work_life_balance,image
2662,sartorius,November 2021,Arbeitskultur etwas rückständig,not_recommended,4.0,3.0,2.0,2.0,4.0,4.0,3.0,4.0,3.0,4.0,,4.0
2663,sartorius,November 2021,"Corona Konzept mangelhaft, extreme Belastungen",not_recommended,3.0,3.0,2.0,1.0,1.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0
2664,sartorius,November 2021,"Umfeld/Unternehmensleitung Gut, Mitarbeiter werden nicht gut bei Entscheidungen eingebunden",not_recommended,3.0,4.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0
2665,sartorius,November 2021,"Mobbing, keine Innovation, Stagnation, Leiharbeiter werden ausgenutzt und entlassen",not_recommended,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,5.0,3.0,1.0
2666,sartorius,November 2021,Förderndes und Forderndes Arbeitsumfeld mit tollen Kollegen und Führungskräften,recommended,5.0,5.0,4.0,5.0,3.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0
2667,sartorius,November 2021,Top Unternehmen mit tollen Chancen für den Einzelnen,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2668,sartorius,Oktober 2021,Arbeitsgeber mit Zukunft und vielen Herausforderungen,recommended,4.0,5.0,3.0,5.0,4.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0
2669,sartorius,August 2021,Super Arbeitgeber!!!,recommended,4.0,,3.0,,3.0,,5.0,,2.0,,5.0,4.0
2670,sartorius,August 2021,Solider Arbeitgeber,recommended,5.0,5.0,5.0,5.0,3.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0
2671,sartorius,August 2021,Sehr guter Arbeitgeber in Südniedersachsen mit internationaler Ausrichtung,recommended,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0
2672,sartorius,Juli 2021,Top Arbeitgeber mit vielen Perspektiven,recommended,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0
2673,sartorius,Juli 2021,"Hyper agiles Umfeld, interessante Aufgaben, unaufhörliche Herausforderungen, gute - überdurchschnittliche Bezahlung",recommended,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0
2674,sartorius,Juli 2021,Verpeilt,not_recommended,4.0,5.0,3.0,2.0,3.0,1.0,2.0,5.0,4.0,4.0,4.0,4.0
2675,sartorius,Juli 2021,"IG Chemie, das Rundum Sorglos Paket",recommended,3.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0
2676,sartorius,Juni 2021,Licht ... und viel Schatten,not_recommended,2.0,4.0,2.0,5.0,1.0,3.0,4.0,,4.0,3.0,1.0,3.0
2677,sartorius,Mai 2021,Nicht zu empfehlen,not_recommended,1.0,,5.0,1.0,1.0,,5.0,5.0,1.0,1.0,1.0,1.0
2678,sartorius,Mai 2021,DER Arbeitgeber in der Region Göttingen // Arbeiten in großartigen Teams,recommended,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0
2679,sartorius,Mai 2021,Procurement ist Durchgangsbahnhof,not_recommended,4.0,4.0,3.0,5.0,2.0,3.0,4.0,,3.0,,2.0,5.0
2680,sartorius,Mai 2021,Top Team,recommended,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0
2681,sartorius,Mai 2021,Nicht sehr professionell...,not_recommended,1.0,4.0,2.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0
2682,sartorius,Mai 2021,Fordernd und Fördernd,recommended,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0
2683,sartorius,Mai 2021,Bester Arbeitgeber,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2684,sartorius,Mai 2021,Tolle Firma!,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2685,sartorius,April 2021,"Fairer Umgang, Wachstum, viele Themen",recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2686,sartorius,April 2021,"Top Arbeitgeber, absolut empfehlenswert",recommended,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0
2687,sartorius,April 2021,Toller Arbeitgeber mit vielen spannenden Themen,recommended,5.0,5.0,5.0,5.0,5.0,,5.0,,5.0,5.0,5.0,5.0
2688,sartorius,April 2021,IT Business Partner,recommended,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2689,sartorius,April 2021,Management nicht kompetent,not_recommended,3.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0
2690,sartorius,April 2021,"Sehr strukturierter Einstellungsprozess, trotz Corona und Videomeetings als Vorstellungsgespräche.",recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2691,sartorius,April 2021,Hervorragend. Zusätzliche Überstunden auf das zeitkonto gebucht bekommen für die Kinderbetreuung während des Lockdown,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2692,sartorius,März 2021,Tolles Unternehmen mit Vision für die Zukunft,recommended,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0
2693,sartorius,Februar 2021,A real Great Place to Work,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0
2694,sartorius,Januar 2021,Zakaev. 017662040788,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2695,sartorius,Januar 2021,"Firma mit Potential, Zukunft im Umbruch",recommended,2.0,4.0,4.0,4.0,5.0,,3.0,4.0,3.0,2.0,3.0,4.0
2696,sartorius,Januar 2021,"Ex-Mitarbeiter in der Abteilung Softwaretests.
Die Führungsqualität ist bedauernswert. Mangelnde Kommunikation .",recommended,4.0,4.0,1.0,4.0,1.0,,3.0,3.0,4.0,,3.0,
2697,sartorius,Januar 2021,"Tolles Team, spannende Projekte",recommended,4.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0
2698,sartorius,Dezember 2020,Schnelles Wachstum tut nicht gut,recommended,5.0,5.0,3.0,3.0,3.0,5.0,4.0,2.0,4.0,3.0,2.0,4.0
2699,sartorius,Dezember 2020,Sehr bodenständiger Arbeitgeber in der Region,recommended,3.0,4.0,4.0,5.0,3.0,5.0,3.0,3.0,5.0,5.0,4.0,5.0
2700,sartorius,Dezember 2020,"Schlechtes Klima, unmotivierte Kollegen, unfähige Führungskräfte",not_recommended,2.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0
2701,sartorius,Dezember 2020,Empfehlung mit Einschränkungen,not_recommended,3.0,2.0,5.0,1.0,3.0,5.0,3.0,5.0,3.0,1.0,5.0,3.0
2702,sartorius,November 2020,Krisenfeste Firma mit einigen Tücken,recommended,2.0,4.0,2.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0
2703,sartorius,November 2020,Bewerbungsprozess,recommended,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0
2704,sartorius,November 2020,Bester Arbeitgeber ever.,recommended,4.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0
2705,sartorius,November 2020,Wird immer schlimmer,not_recommended,2.0,2.0,5.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,
2706,sartorius,Oktober 2020,"Furchtbar, einfach furchtbar!",not_recommended,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2707,sartorius,August 2020,Super Arbeitgeber,recommended,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0
2708,sartorius,August 2020,"Gute Kollegen, aggressive und respektlose Führung",not_recommended,3.0,4.0,1.0,5.0,5.0,4.0,2.0,4.0,3.0,4.0,2.0,5.0
2709,sartorius,August 2020,Top Arbeitgeber! Und die Kollegen sind einfach Klasse,recommended,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,,5.0
2710,sartorius,August 2020,"Das kompetenteste, strukturierteste und modernste Unternehmen, welches ich kennen lernen durfte",recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0
2711,sartorius,Juli 2020,Sehr guter Arbeitgeben,recommended,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0
2712,sartorius,Juli 2020,Sartorius,recommended,3.0,2.0,3.0,1.0,4.0,4.0,3.0,3.0,2.0,3.0,4.0,2.0
2713,sartorius,Juli 2020,"Gerade in Zeiten von Corona, weiß das IT-Management, was es tut. IT entwickelt innovative Lösungen.",recommended,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0
2714,sartorius,Juli 2020,Allezeit grosse Klappe und nicht viel dahinter,not_recommended,3.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,3.0,2.0,3.0,2.0
2715,sartorius,Juli 2020,Rette sich wer kann,not_recommended,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,3.0,1.0
2716,sartorius,Juni 2020,Schade,not_recommended,2.0,1.0,1.0,1.0,2.0,4.0,1.0,3.0,1.0,4.0,1.0,1.0
2717,sartorius,Juni 2020,Ich fühle mich sehr wohl!,recommended,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0
2718,sartorius,Juni 2020,Top Arbeitgeber! Es gibt immer Dinge die besser gehen aber hier sind das schon sehr wenige.,recommended,5.0,5.0,3.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0
2719,sartorius,Mai 2020,Versagen auf allen Führungsebenen,not_recommended,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2720,sartorius,Mai 2020,Kann mich nicht beschweren,recommended,3.0,,3.0,4.0,5.0,,5.0,4.0,3.0,,5.0,4.0
2721,sartorius,Mai 2020,Ausbildung und duales Studium bei Sartorius,recommended,,,,,,,,,,,,
2722,sartorius,Mai 2020,"Chaos, incompetent leaders, dirty",not_recommended,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2723,sartorius,Mai 2020,Arbeiten in einem dynamischen Umfeld,recommended,5.0,4.0,3.0,5.0,4.0,5.0,3.0,4.0,5.0,2.0,5.0,5.0
2724,sartorius,Mai 2020,Projekt Manager,recommended,5.0,4.0,3.0,5.0,2.0,1.0,4.0,5.0,4.0,3.0,4.0,5.0
2725,sartorius,Mai 2020,Bester Arbeitsgeber in der Umgebung,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,5.0
2726,sartorius,Mai 2020,"BUF hat bei Sartorius größte Priorität!!!
Ich bin glücklich ein Teil davon zu sein!",recommended,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0
2727,sartorius,Mai 2020,"Verspreche wurden nicht eingehalten, Sartorius nie wieder.",not_recommended,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2728,sartorius,April 2020,Professioneller Umgang mit Corona,recommended,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0
2729,siemens,Mai 2022,Auf das Image gestützt,not_recommended,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,4.0
2730,siemens,Mai 2022,Gut aber zu viele Fette Leute,recommended,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0
2731,siemens,Mai 2022,"Ist das noch zeitgemäß? Ein Arbeitgeber, der (zumindest) vorgibt, arbeitnehmerfreundlich und progressiv zu sein...",not_recommended,2.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0
2732,siemens,Mai 2022,Siemens Energy ist nicht mehr Siemens AG,recommended,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0
2733,siemens,April 2022,Von USA geführte Behörde,recommended,3.0,3.0,4.0,4.0,3.0,4.0,5.0,4.0,3.0,2.0,5.0,3.0
2734,siemens,April 2022,Flexible Arbeitszeiten ermöglichen die Vereinbarkeit von Familie und Beruf,recommended,5.0,4.0,3.0,5.0,4.0,5.0,3.0,4.0,5.0,3.0,4.0,4.0
2735,siemens,April 2022,Great opportunity to work there and to be part of a phantastic team!!!!,recommended,5.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0
2736,siemens,April 2022,wir sind eine grosse Familie,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0
2737,siemens,April 2022,Immer Interessante Arbeit aber permanenter großer Druck,recommended,5.0,3.0,2.0,4.0,2.0,4.0,3.0,4.0,4.0,3.0,1.0,2.0
2738,siemens,April 2022,Ein tolles Unternehmen wo ich gerne arbeite,recommended,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2739,siemens,April 2022,Seit über 30 Jahren dabei bleibe auch,recommended,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2740,siemens,April 2022,Top-Arbeitgeber,recommended,5.0,5.0,4.0,5.0,4.0,5.0,4.0,,4.0,5.0,5.0,4.0
2741,siemens,April 2022,Beste Firma im Landkreis Marburg-Biedenkopf :-),recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2742,siemens,April 2022,Man ist Herr seiner Möglichkeiten,recommended,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0
2743,siemens,April 2022,Optimale Rahmenbedingungen,recommended,5.0,3.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0
2744,siemens,April 2022,Führungskraft Service Management,recommended,4.0,5.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,5.0,3.0
2745,siemens,April 2022,"Gruppenleiter ""Durability Operations""",recommended,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0
2746,siemens,April 2022,Globalplayer mit Schwächen,not_recommended,4.0,4.0,3.0,4.0,2.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0
2747,siemens,April 2022,Diplom ingenieur,recommended,5.0,,,,,,,,,,,
2748,siemens,April 2022,Guter Arbeitgeber mit vielen Entwicklungsmöglichkeiten,recommended,3.0,5.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0
2749,siemens,April 2022,Toller Umgang mit Corona Pandemie,recommended,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0
2750,siemens,April 2022,Auch nach Jahren noch mein Traumjob,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2751,siemens,April 2022,Siemens ist ein familienfreundliches Unternehmen,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2752,siemens,April 2022,Guter Job für gutes Geld - z. T. Abhängig von der direkten Führungskraft,recommended,5.0,3.0,5.0,4.0,5.0,,5.0,4.0,5.0,5.0,5.0,5.0
2753,siemens,April 2022,"Sehr guter Arbeitgeber, interessante Aufgaben, immer wieder !",recommended,5.0,3.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,5.0
2754,siemens,April 2022,Neutral bis negativ,recommended,4.0,1.0,5.0,4.0,2.0,3.0,4.0,4.0,3.0,3.0,4.0,5.0
2755,siemens,April 2022,"Für mich ""Das beste Unternehmen""",recommended,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0
2756,siemens,April 2022,Familienfreundlichkeit ist gegeben!,recommended,4.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0
2757,siemens,April 2022,Familienfreundlich mit guten Home Office Möglichkeiten,recommended,5.0,5.0,4.0,5.0,3.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0
2758,siemens,April 2022,Durchweg positive Erfahrungen im Unternehmen. Viele Benefits und Möglichkeiten für flexible Arbeitsmodelle. Fazit: TOP!,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0
2759,siemens,April 2022,Absolut familienfreundlich,recommended,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0
2760,siemens,April 2022,Ein schrumpfender Konzern mit immer weniger Entwicklungsmöglichkeiten in Deutschland,recommended,3.0,3.0,3.0,5.0,4.0,3.0,5.0,3.0,3.0,3.0,5.0,4.0
2761,siemens,April 2022,Sehr guter Arbeitgeber jedoch muss der Geist der alten Weichen um den Anschluss nicht zu verlieren,recommended,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0
2762,siemens,April 2022,Hier kann ich gute Arbeit leisten.,recommended,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0
2763,siemens,April 2022,Tolles Team,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2764,siemens,April 2022,sehr familienfreundlicher Arbeitgeber,recommended,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0
2765,siemens,April 2022,SIEMENS,not_recommended,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0
2766,siemens,April 2022,Der beste Arbeitgeber bei dem ich bislang gearbeitet habe. Hier werden die Unternehmenswerte gelebt,recommended,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0
2767,siemens,April 2022,Kostenoptimierung contra Sozialkompetenz,not_recommended,5.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0,5.0,3.0,3.0,3.0
2768,siemens,April 2022,Cham wird Amberg Standort zugeordnet. Das Klima wurde immer schlimmer und es wurden Arbeitsplätze abgebaut.,not_recommended,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,4.0
2769,siemens,April 2022,"Nicht schlecht, aber mit vergleichbarem Einsatz kann man auch anderswo gut oder besser verdienen",recommended,5.0,5.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,5.0,4.0,5.0
2770,siemens,April 2022,Volle Diskrimmerung,not_recommended,1.0,1.0,1.0,1.0,1.0,,1.0,,,,1.0,
2771,siemens,April 2022,Gehaltserhöhungen werden nur weggelächelt…die eigentliche Arbeit ist leider nichts wert.,not_recommended,4.0,4.0,3.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0
2772,siemens,März 2022,Top Arbeitgeber,recommended,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0
2773,siemens,März 2022,Toxisch,not_recommended,4.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0
2774,siemens,März 2022,"Schade, das war wohl nix - schnell wieder weg hier",not_recommended,4.0,1.0,3.0,1.0,3.0,2.0,3.0,1.0,4.0,3.0,1.0,2.0
2775,siemens,März 2022,Für Werkstudis top,recommended,3.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0
2776,siemens,März 2022,"Prinzipiell ein Guter Arbeitgeber, der mit Konzernstrukturen zu kämpfen hat und den Blick auf den Arbeitsmarkt verloren",recommended,5.0,5.0,2.0,4.0,1.0,5.0,5.0,5.0,3.0,3.0,2.0,4.0
2777,siemens,März 2022,Absolut nicht zu empfehlen!,not_recommended,1.0,1.0,1.0,3.0,3.0,,1.0,1.0,2.0,1.0,5.0,1.0
2778,siemens,März 2022,"Chaos, Überstunden und fragwürdige Arroganz.",not_recommended,2.0,2.0,1.0,1.0,1.0,2.0,1.0,,3.0,2.0,1.0,2.0
2779,siemens,März 2022,Flexibles Arbeitsmodell,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2780,siemens,März 2022,Bisher mein bester Arbeitsplatz,recommended,4.0,5.0,2.0,3.0,3.0,5.0,4.0,5.0,5.0,3.0,5.0,4.0
2781,siemens,März 2022,Top Arbeitgeber,recommended,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0
2782,siemens,März 2022,Nur als Mitglied der Schafskopfrunde kommt man in der IT weiter,not_recommended,5.0,5.0,1.0,,1.0,,5.0,,3.0,1.0,1.0,1.0
2783,siemens,März 2022,"Vor einem Jahrzehnt super Arbeitgeber, heute nur noch Mittelfeld",recommended,3.0,3.0,2.0,4.0,3.0,4.0,5.0,3.0,3.0,1.0,5.0,2.0
2784,siemens,Februar 2022,IT Security Professional,not_recommended,3.0,5.0,1.0,4.0,3.0,5.0,5.0,5.0,2.0,5.0,4.0,3.0
2785,siemens,Februar 2022,Irgendwo zwischen Altertum und Moderne,not_recommended,4.0,5.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0
2786,siemens,Februar 2022,Not recommended,not_recommended,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,5.0,3.0,2.0,1.0
2787,siemens,Februar 2022,TipTop,recommended,,,,,,,,,,,,
2788,siemens,Februar 2022,"Zufriedenstellende Arbeitgeber, viele Freiheiten und Möglichkeiten zur Um Orientierung / Aufstieg",recommended,5.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0
2789,siemens,Februar 2022,home office,not_recommended,3.0,4.0,3.0,4.0,4.0,5.0,4.0,3.0,2.0,1.0,4.0,3.0
2790,siemens,Februar 2022,Unfairen Arbeitgeber,not_recommended,3.0,1.0,2.0,3.0,2.0,4.0,4.0,3.0,5.0,3.0,2.0,3.0
2791,siemens,Februar 2022,Siemens AG - GS SCM,recommended,4.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0
2792,siemens,Januar 2022,Toller Arbeitgeber und tolles Team!,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0
2793,siemens,Januar 2022,"Zukunftsorientiert, interessant und mit vielen individuellen Entwicklungsmöglichkeiten",recommended,5.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2794,siemens,Januar 2022,Offshore,recommended,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2795,siemens,Januar 2022,"Mit Auszeichnung, ABER",not_recommended,4.0,4.0,2.0,3.0,3.0,4.0,4.0,3.0,4.0,2.0,3.0,4.0
2796,siemens,Januar 2022,Personalführung und 360 Grad Feedback,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0
2797,siemens,Januar 2022,No good place to work,not_recommended,5.0,5.0,5.0,1.0,1.0,5.0,1.0,3.0,3.0,1.0,1.0,5.0
2798,siemens,Januar 2022,"Durch meine Initiativbewerbung und meine Arbeit im Homeoffice läuft es aktuell nicht optimal,dennoch gute Aufgaben",recommended,5.0,5.0,3.0,4.0,3.0,5.0,3.0,4.0,5.0,3.0,5.0,5.0
2799,siemens,Januar 2022,Super Arbeitgeber,recommended,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0
2800,siemens,Januar 2022,"Für mich 0 geeignet. Für Andere, die sich ein 9 to 5 wünschen gut.",recommended,1.0,5.0,1.0,3.0,5.0,5.0,5.0,2.0,5.0,2.0,2.0,2.0
2801,siemens,Januar 2022,Siemens AG,not_recommended,4.0,3.0,1.0,3.0,1.0,1.0,5.0,3.0,3.0,4.0,2.0,3.0
2802,siemens,Januar 2022,Faire Bezahlung,recommended,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0
2803,siemens,Januar 2022,Interessante Tätigkeiten,recommended,5.0,5.0,5.0,3.0,5.0,4.0,5.0,3.0,1.0,3.0,2.0,4.0
2804,siemens,Januar 2022,Toller Arbeitgeber,recommended,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0
2805,siemens,Januar 2022,Eine Stelle fürs Leben,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2806,siemens,Januar 2022,"Überwiegend gut, als Sales leider aber auch derzeit herausfordernd",not_recommended,5.0,1.0,3.0,2.0,1.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0
2807,siemens,Januar 2022,"sicherer Arbeitgeber, gutes Klima",recommended,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0
2808,siemens,Januar 2022,"Ein sehr guter, marktführender Arbeitgeber",recommended,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,3.0,4.0,5.0
2809,siemens,Januar 2022,Antiquirte Managementkultur mit Innovationstheater,not_recommended,3.0,1.0,2.0,4.0,1.0,5.0,4.0,3.0,3.0,1.0,5.0,1.0
2810,siemens,Januar 2022,Führung wird nicht gelebt,recommended,4.0,,2.0,4.0,2.0,,2.0,2.0,4.0,3.0,5.0,4.0
2811,siemens,Januar 2022,Top Gehalt beim Top Arbeitgeber - sehr zufrieden mit den Konditionen,recommended,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0
2812,siemens,Januar 2022,Guter Arbeitgeber mit gutem Umfeld und/aber Ausbaupotential,recommended,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0
2813,siemens,Januar 2022,Spannendes Unternehmen mit vielen Entwicklungsmöglichkeiten und viel Arbeit,recommended,5.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0
2814,siemens,Januar 2022,Sehr vielfältige Aufgaben in recht bürokratischem Umfeld,recommended,4.0,5.0,3.0,4.0,3.0,5.0,5.0,3.0,5.0,3.0,5.0,4.0
2815,siemens,Januar 2022,Top Firma,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2816,siemens,Januar 2022,Werkstudent mit guter Arbeit und Aufgaben wie auch Verantwortung,recommended,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0
2817,siemens,Januar 2022,"Das Gehalt ist gut, ansonsten braucht man ein dickes Fell",not_recommended,2.0,4.0,2.0,3.0,3.0,3.0,4.0,2.0,5.0,1.0,2.0,3.0
2818,siemens,Januar 2022,Super Arbeitgeber! Tolles Team,recommended,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0
2819,symrise,April 2022,Zufriedenstellend,recommended,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0
2820,symrise,Februar 2022,Katastrophe,not_recommended,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
