,employer,record_date,comment,overall_result,interesting_tasks,equality,communication,working_conditions,supervisor_behavior,dealing_w_older_colleagues,colleague_cohesion,environmental_social awareness,salary_benefits,career_training,work_life_balance,image,overall_number
2413,mercedes-benz-group,Januar 2022,Tolle Zeit - aber mit Abstrichen,recommended,4.0,3.0,4.0,4.0,3.0,4.0,5.0,3.0,2.0,2.0,4.0,4.0,1
2414,adidas,Januar 2022,Guter arbeitgeber aber auch nicht gutes arbeitsverhalten,recommended,3.0,4.0,2.0,3.0,2.0,4.0,3.0,4.0,1.0,1.0,3.0,2.0,1
2415,symrise,November 2021,"Unternehmen top, Mitarbeiterfokus flop",recommended,5.0,5.0,3.0,4.0,1.0,4.0,5.0,5.0,2.0,2.0,4.0,5.0,1
2416,daimler-truck3,September 2021,Es kommt auf dich an.,recommended,4.0,3.0,4.0,4.0,1.0,4.0,4.0,3.0,5.0,4.0,4.0,5.0,1
2417,covestro-deutschland3,Mai 2020,Kultur Pur,recommended,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,1
2418,infineon-technologies,Februar 2022,"Good for the CV, not so much for other aspects",not_recommended,2.0,2.0,2.0,3.0,1.0,4.0,2.0,3.0,2.0,2.0,3.0,4.0,0
2419,deutsche-bank,Mai 2020,Deutsche Bank,recommended,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,1
2420,brenntag,Mai 2019,"Sehr gute Firma, wenn einem das Arbeiten als Beamter zu stressig ist.",not_recommended,1.0,5.0,1.0,4.0,3.0,4.0,1.0,3.0,4.0,3.0,5.0,4.0,0
2421,deutsche-bank,Januar 2022,Neues AT-Modell des KBR/GBR wird zum massenhaften Herabstufen missbraucht! Erst der Anfang.,not_recommended,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,0
2422,hannover-rueckversicherung,Mai 2022,Internationaler Arbeitgeber mit guten Karrieremöglichkeiten,recommended,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,1
2423,qiagen,Mai 2019,Schlechter geht's wirklich nicht...,not_recommended,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2424,hannover-rueckversicherung,Mai 2021,"Super Arbeitgeber - Spannende, abwechslungsreiche Aufgaben und ein tolles Team!",recommended,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,1
2425,covestro-deutschland3,Oktober 2019,Großindustrie mit modern inkompetentem Management. Hurra-Kultur. Getragen von den alten Netzwerken. Volatil. BWL-Lastig.,not_recommended,3.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,0
2426,deutsche-boerse,Oktober 2021,Toller Arbeitgeber mit einem starken und hilfsbereitem Team,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
2427,deutsche-bank,April 2022,Karriere in Teilzeit kann man vergessen,not_recommended,2.0,2.0,1.0,3.0,2.0,1.0,2.0,3.0,3.0,1.0,4.0,2.0,0
2428,adidas,Dezember 2021,Sehr freundliches Unternehmen und flexibel,recommended,4.0,3.0,4.0,4.0,5.0,2.0,3.0,4.0,,4.0,3.0,4.0,1
2429,qiagen,November 2019,"Sprungbrett, keine Dauerlösung",not_recommended,4.0,3.0,2.0,4.0,2.0,4.0,1.0,2.0,2.0,4.0,4.0,2.0,0
2430,henkel-aa,Oktober 2020,Mitarbeiter in der Produktion im Werk Viersen,recommended,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,1
2431,rwe,Mai 2020,Umgang mit Virus-Problem,recommended,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,1
2432,linde,Juli 2021,Es geht stetig bergab,not_recommended,5.0,1.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,4.0,0
2433,merckaa,Juli 2020,Ein Arbeitgeber mit Inovation und Esprit.,recommended,5.0,4.0,3.0,4.0,4.0,2.0,4.0,5.0,3.0,3.0,4.0,4.0,1
2434,brenntag,Januar 2020,Finger weg. Zumindest für das Arbeiten im Lager.,not_recommended,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,1.0,0
2435,mtuaeroengines,März 2022,"Ich bin stolz darauf, bereits viele (gute und auch schwierige) Jahre in dieser Firma zu arbeiten.",recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
2436,deutsche-post,Mai 2022,working at the airport frankfurt,not_recommended,1.0,3.0,1.0,1.0,2.0,,1.0,1.0,3.0,1.0,1.0,1.0,0
2437,pumagroup,Januar 2022,Ich bin sehr begeistert von meiner Werkstudententätigkeit bei PUMA!,recommended,5.0,4.0,5.0,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,5.0,1
2438,siemens,Januar 2022,Sehr vielfältige Aufgaben in recht bürokratischem Umfeld,recommended,4.0,5.0,3.0,4.0,3.0,5.0,5.0,3.0,5.0,3.0,5.0,4.0,1
2439,vonovia-se,Oktober 2021,Von top bis flop,recommended,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,1
2440,volkswagen,Mai 2022,Veraltet und rückwärts gewandt. Mobile Arbeit praktisch gestrichen.,not_recommended,2.0,3.0,2.0,1.0,1.0,2.0,3.0,1.0,3.0,3.0,1.0,2.0,0
2441,deutsche-bank,Oktober 2020,Solide aufgestellt. Hervorragende Infrastruktur. Engagiertes Personal.,recommended,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,1
2442,hellofresh,April 2022,Tolles Team und toller Arbeitgeber,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
2443,covestro-deutschland3,Januar 2020,"Eher Flop, Missmanagement in aller Richtungen",not_recommended,3.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,,1.0,4.0,0
2444,hellofresh,März 2019,Schnell wachsender Arbeitgeber mit täglich neuen Herausforderungen,recommended,4.0,4.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,,4.0,4.0,1
2445,deutsche-bank,April 2022,Im Großen und Ganzen OK,not_recommended,2.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,0
2446,hannover-rueckversicherung,April 2017,Was will man mehr? - What's not to love?,recommended,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,1
2447,muenchener-rueckversicherung,Mai 2018,Ziemlich rückständig,recommended,3.0,1.0,2.0,4.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,1
2448,merckaa,Juli 2020,Bester Arbeitgeber bisher,recommended,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,3.0,5.0,4.0,1
2449,brenntag,Juli 2017,Luft nach oben ist auch bei anderen,recommended,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,1
2450,deutsche-boerse,Mai 2022,"Die ""Börse"" muss man heutzutage nicht mehrweiterempfehlen!!!",not_recommended,1.0,3.0,2.0,4.0,1.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,0
2451,sartorius,April 2022,Eines der besten Unternehmen in der Region,recommended,4.0,4.0,5.0,4.0,5.0,3.0,4.0,5.0,5.0,3.0,4.0,5.0,1
2452,sartorius,November 2021,Förderndes und Forderndes Arbeitsumfeld mit tollen Kollegen und Führungskräften,recommended,5.0,5.0,4.0,5.0,3.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,1
2453,sap,März 2022,Amazing employer with too many positives to account for here.,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,1
2454,adidas,Juli 2020,It was the best internship ever.,recommended,5.0,5.0,2.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,5.0,1
2455,continental-gruppe,Mai 2022,Tolle Arbeitsatmosphäre mit hoher Flexibilität,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
2456,qiagen,Juni 2019,Klare Empfehlung! TOP Company!,recommended,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,1
2457,basf-se,Januar 2022,Der Mensch zählt nicht,not_recommended,4.0,2.0,2.0,3.0,1.0,4.0,3.0,2.0,1.0,2.0,2.0,2.0,0
2458,porsche-gruppe,März 2022,Nette Kollegen und gute Zusammenarbeit,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
2459,deutsche-post,April 2022,"Ein gutes Unternehmen, für alle Logistiker.",recommended,2.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,1
2460,siemens,April 2022,Flexible Arbeitszeiten ermöglichen die Vereinbarkeit von Familie und Beruf,recommended,5.0,4.0,3.0,5.0,4.0,5.0,3.0,4.0,5.0,3.0,4.0,4.0,1
2461,daimler-truck3,November 2021,Spannende Neukonstruktion,recommended,5.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,1
2462,airbus,Dezember 2021,Es war gut und hat mir viel weitergeholfen mich fort zu bilden,not_recommended,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,2.0,4.0,3.0,0
2463,muenchener-rueckversicherung,Februar 2018,Property Underwriting,recommended,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
2464,siemens,Januar 2022,Guter Arbeitgeber mit gutem Umfeld und/aber Ausbaupotential,recommended,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,1
2465,covestro-deutschland3,März 2022,Spannendes Praktikum,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,1
2466,sartorius,Mai 2021,Nicht zu empfehlen,not_recommended,1.0,,5.0,1.0,1.0,,5.0,5.0,1.0,1.0,1.0,1.0,0
2467,covestro-deutschland3,Oktober 2021,"Nach außen hin bunt, modern und offen, nach innen hin träge, veraltet und kalt",not_recommended,3.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,0
2468,merckaa,Mai 2020,Mobbing und Rassissmuss wurden leider toleriert,not_recommended,3.0,2.0,2.0,2.0,1.0,4.0,3.0,3.0,3.0,3.0,1.0,3.0,0
2469,mtuaeroengines,Mai 2022,Abenteuerliche Personalpolitik,not_recommended,1.0,1.0,,1.0,,1.0,,,1.0,,,,0
2470,siemens,April 2022,SIEMENS,not_recommended,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,0
2471,continental-gruppe,März 2022,Fatale Entwicklung,not_recommended,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2472,continental-gruppe,Mai 2022,Enttäuschend,not_recommended,4.0,4.0,3.0,2.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,0
2473,delivery-hero,November 2021,Guter Arbeitsplatz Bezahlung ist unterdurchschnittlich,recommended,3.0,5.0,5.0,4.0,5.0,5.0,4.0,3.0,2.0,2.0,4.0,5.0,1
2474,merckaa,November 2020,Top Arbeitgeber!,recommended,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,1
2475,deutsche-boerse,März 2019,"It is a safe option, it feels like public service. Everything takes months to get an answer.",not_recommended,2.0,3.0,2.0,4.0,2.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,0
2476,brenntag,März 2018,Gute Firma,recommended,3.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,1
2477,hannover-rueckversicherung,Februar 2018,"Interessante Aufgaben, Teamgeist & Förderung der eigenen Entwicklung",recommended,4.0,5.0,4.0,5.0,5.0,,5.0,,4.0,3.0,4.0,4.0,1
2478,mercedes-benz-group,Februar 2022,nach 30 Jahren - läuft und läuft und läuft und läuft und ...,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,1.0,5.0,1.0,1
2479,bmwgroup,Dezember 2021,Fand’s interessant und man hat viel gelernt,recommended,5.0,5.0,4.0,5.0,4.0,4.0,3.0,3.0,,5.0,4.0,5.0,1
2480,brenntag,Mai 2019,Treu und auf einem guten Weg aber immer noch verbesserungswürdig,recommended,4.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,1
2481,siemens,Januar 2022,Siemens AG,not_recommended,4.0,3.0,1.0,3.0,1.0,1.0,5.0,3.0,3.0,4.0,2.0,3.0,0
2482,fresenius-medical-care,Dezember 2020,"Viel Potential, aber keine realistische Vision und alte Strukturen",recommended,4.0,2.0,1.0,4.0,2.0,4.0,5.0,3.0,2.0,1.0,2.0,5.0,1
2483,deutsche-boerse,Juli 2019,Bekomme Unterstützung meiner Arbeit durch umfangreiche it Hardware.,not_recommended,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,0
2484,henkel-aa,Juli 2021,Guter Ausbildungsplatz,recommended,,,,,,,,,,,,,1
2485,volkswagen,Juni 2021,Schlechte Stimmung und bis zu 40 % weniger Jahresgehalt durch neues Bonussystem,not_recommended,5.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0
2486,symrise,September 2019,"Benefits?? Wäre schön, wenn schonmal genügend Parkplätze in Reichweite der Arbeitsstätte zur Verfügung stehen würden.",not_recommended,4.0,4.0,2.0,3.0,1.0,4.0,3.0,2.0,1.0,3.0,1.0,2.0,0
2487,volkswagen,April 2022,Nie wieder Volkswagen!,not_recommended,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0
2488,deutsche-post,April 2022,"Tolles Unternehmen mit endlosen Entwicklungsmöglichkeiten, das flexible Arbeitszeiten und mobiles Arbeiten ermöglicht",recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
2489,vonovia-se,Oktober 2021,Heizkörper alleine tragen. Schlechte Planung. Negativ ist die Lohn vorzählung. Immer unter Druck. Kundendienst ist gut.,not_recommended,1.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,4.0,1.0,0
2490,henkel-aa,Oktober 2021,Top Firma mit vielen Sozialleistungen,recommended,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,1
2491,qiagen,März 2019,"Tolle Produkte, angenehmes Arbeitsklima!",recommended,5.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,1
2492,symrise,Januar 2021,"Aussen hui, innen doppelpfui 2000!",not_recommended,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,0
2493,airbus,Oktober 2021,"Höhen und Tiefen, sehr projektabhängig",recommended,3.0,2.0,3.0,5.0,2.0,4.0,5.0,4.0,4.0,2.0,3.0,3.0,1
2494,zalando,April 2021,Für Führungskräfte nicht zu empfehlen,not_recommended,2.0,3.0,1.0,2.0,1.0,3.0,3.0,2.0,3.0,3.0,1.0,2.0,0
2495,zalando,März 2021,Gute Kollegen und interessante Arbeit.,recommended,3.0,4.0,4.0,3.0,4.0,5.0,3.0,1.0,4.0,1.0,3.0,3.0,1
2496,rwe,Januar 2021,Top!,recommended,,,,,,,,,,,,,1
2497,henkel-aa,Januar 2022,"Toller Arbeitgeber, der in der Klebstoffsparte aber noch sehr konservativ führt",recommended,5.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,4.0,1
2498,brenntag,März 2019,Abt. Key Account - Die einzige Konstante ist die Fluktuation,not_recommended,2.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,0
2499,pumagroup,September 2021,Light and Shadow,not_recommended,2.0,1.0,4.0,1.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,1.0,0
2500,vonovia-se,Februar 2022,Super Arbeitgeber,recommended,5.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,3.0,4.0,1
2501,covestro-deutschland3,August 2019,"Der Arbeitgeber ist sehr zu empfehlen. Meckern ist immer leicht, aber die Mitarbeiter sind meist zufrieden.",recommended,4.0,5.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,1
2502,fresenius-se,August 2020,"Onlinebewerbung, Vorstellungsgespräch, Einstellung",recommended,5.0,3.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,2.0,5.0,1
2503,airbus,März 2021,Krisensicherer Job bei guter Bezahlung,recommended,3.0,4.0,3.0,4.0,3.0,5.0,4.0,3.0,5.0,4.0,5.0,5.0,1
2504,sap,März 2022,SAP Superarbeitgeber,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
2505,hellofresh,Januar 2021,Smartes Team und coole Atmosphäre,recommended,5.0,,5.0,5.0,5.0,,5.0,4.0,4.0,5.0,2.0,5.0,1
2506,deutsche-post,April 2022,"Als Zustellerin Arbeitsbedingungen, die schlechter nicht sein können",not_recommended,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2507,bayer,März 2022,Schlimmste Erfahrung,not_recommended,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,0
2508,muenchener-rueckversicherung,August 2017,Internationaler Versicherer auf dem Sprung ins digitale Zeitalter,recommended,5.0,4.0,4.0,5.0,3.0,3.0,5.0,5.0,5.0,4.0,4.0,5.0,1
2509,eon,April 2022,Flexibel und familienfreundlich!,recommended,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,1
2510,deutsche-boerse,März 2019,War schon mal deutlich besser,not_recommended,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,0
2511,qiagen,März 2017,Unternehmen mit positiven und leider auch vielen negativen Seiten,not_recommended,4.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,0
2512,mercedes-benz-group,Januar 2022,Einer der besten Arbeitgeber im Norden,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
2513,deutsche-bank,September 2020,Top Job / Top Arbeitgeber,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,1
2514,deutsche-boerse,Oktober 2021,Abwechslungsreiches und interessantes Praktikum,recommended,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,1
2515,infineon-technologies,Dezember 2021,Kollegen und Werkstudenten sind nett und hilfsbereit. Die Aufgaben sind manchmal ein wenig eintönig.,recommended,3.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,2.0,5.0,4.0,1
2516,symrise,November 2020,Mehr Schein als glanz,not_recommended,2.0,,2.0,2.0,1.0,,4.0,,1.0,1.0,2.0,2.0,0
2517,hannover-rueckversicherung,April 2016,Titel,recommended,5.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,1
2518,deutsche-post,April 2022,Global Player mit allen Möglichkeiten,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
2519,bmwgroup,April 2022,Bester Arbeitgeber in Bayern,recommended,5.0,5.0,3.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,5.0,1
2520,continental-gruppe,Dezember 2021,Intensive lehrreiche Zeit - bei Top AG,recommended,5.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,1
2521,siemens,April 2022,Ein schrumpfender Konzern mit immer weniger Entwicklungsmöglichkeiten in Deutschland,recommended,3.0,3.0,3.0,5.0,4.0,3.0,5.0,3.0,3.0,3.0,5.0,4.0,1
2522,siemens,Januar 2022,"Für mich 0 geeignet. Für Andere, die sich ein 9 to 5 wünschen gut.",recommended,1.0,5.0,1.0,3.0,5.0,5.0,5.0,2.0,5.0,2.0,2.0,2.0,1
2523,sap,April 2022,Industry Presales,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
2524,mercedes-benz-group,Mai 2022,Ein Tag müsste 48 Stunden haben,not_recommended,3.0,5.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,1.0,5.0,0
2525,deutsche-bank,Dezember 2021,Toller Arbeitgeber,recommended,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,3.0,1
2526,pumagroup,Juni 2018,Absoluter Top-Arbeitgeber,recommended,5.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,1
2527,adidas,Mai 2022,Super Campus aber intern politisch,not_recommended,4.0,1.0,2.0,3.0,2.0,1.0,2.0,4.0,2.0,3.0,5.0,2.0,0
2528,vonovia-se,März 2022,Work work Balance,not_recommended,2.0,1.0,,1.0,1.0,,2.0,1.0,1.0,1.0,1.0,1.0,0
2529,mtuaeroengines,März 2022,Habe der Firma viel zu verdanken,recommended,4.0,5.0,3.0,4.0,1.0,4.0,4.0,5.0,3.0,2.0,2.0,5.0,1
2530,infineon-technologies,Dezember 2021,"War eine schöne Werkstudentenzeit, gerne wieder!",recommended,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,1
2531,symrise,Februar 2018,Innovatives Umfeld,recommended,5.0,5.0,4.0,4.0,3.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,1
2532,covestro-deutschland3,Oktober 2019,Nett und freundlich so wie es sein soll,not_recommended,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0
2533,basf-se,November 2021,Nicht zu empfehlen,not_recommended,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,,0
2534,linde,März 2020,Nach dem Merger kam der soziale Niedergang,not_recommended,1.0,3.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,2.0,0
2535,muenchener-rueckversicherung,Juni 2019,Schlechter Umgang mit Personal,not_recommended,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2536,infineon-technologies,Dezember 2021,a lot of useful tasks,recommended,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,1
2537,mercedes-benz-group,Dezember 2021,Super Betrieb,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1
2538,muenchener-rueckversicherung,Juli 2020,eintöniger als erwartet,not_recommended,1.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0,5.0,3.0,0
2539,fresenius-medical-care,März 2019,Es könnte viel besser gehen,not_recommended,5.0,4.0,2.0,3.0,1.0,4.0,4.0,1.0,2.0,1.0,2.0,4.0,0
2540,brenntag,Juni 2019,"Würde man die einzelnen Landesgesellschaften machen lassen, so wie unter Stinnes, wäre Vieles einfacher und besser!",recommended,5.0,5.0,3.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,3.0,5.0,1
2541,zalando,Februar 2022,Unmenschlichkeit trifft auf Möchtegernkreativität,not_recommended,2.0,2.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,0
2542,covestro-deutschland3,August 2019,Team war super! Tolle Arbeitsatmosphäre! Sehr gute Personalführung! Sehr ausführliches Feedback,recommended,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,1
2543,adidas,Dezember 2021,"Looks great on a CV, can use the the experience when applying for a new position",recommended,2.0,3.0,4.0,3.0,1.0,3.0,2.0,3.0,4.0,1.0,4.0,2.0,1
2544,hannover-rueckversicherung,März 2020,Vorbildlich!,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,1
2545,fresenius-se,April 2016,Zwischen alten Strukturen und Aufbruch,recommended,5.0,4.0,4.0,5.0,5.0,4.0,5.0,3.0,3.0,3.0,5.0,4.0,1
2546,deutsche-post,April 2022,Nicht Familienfreundlich,not_recommended,4.0,3.0,2.0,3.0,1.0,4.0,3.0,2.0,4.0,3.0,1.0,2.0,0
2547,deutsche-telekom,April 2022,000000,not_recommended,,,1.0,,1.0,1.0,1.0,,,,1.0,,0
2548,sartorius,Juli 2020,Rette sich wer kann,not_recommended,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,3.0,1.0,0
2549,symrise,Juni 2018,Genügend: 1.23 von 5 Sternen,recommended,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
2550,mercedes-benz-group,April 2022,gemischtes Bild,not_recommended,5.0,5.0,3.0,2.0,3.0,1.0,5.0,3.0,3.0,2.0,4.0,5.0,0
2551,volkswagen,Januar 2022,"Langsamer, träger Arbeitgeber mit zu späten Innovationen",recommended,3.0,2.0,2.0,4.0,2.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,1
2552,brenntag,Januar 2020,Könnte schlimmer sein......,recommended,4.0,3.0,1.0,4.0,2.0,4.0,4.0,3.0,3.0,1.0,4.0,4.0,1
2553,pumagroup,Juni 2020,Fast der beste Arbeitgeber - aber nicht grün genug.,not_recommended,4.0,3.0,4.0,3.0,4.0,4.0,1.0,4.0,3.0,3.0,4.0,4.0,0
2554,adidas,Mai 2022,Großer Konzern mit konservativen und veralteten Denkweisen,not_recommended,1.0,2.0,1.0,3.0,1.0,2.0,1.0,3.0,4.0,1.0,2.0,2.0,0
2555,henkel-aa,Juli 2021,Own your results,not_recommended,2.0,4.0,4.0,1.0,2.0,2.0,4.0,4.0,3.0,3.0,4.0,2.0,0
2556,hannover-rueckversicherung,September 2019,Tolles Arbeitsklima und gute Bezahlung!,recommended,4.0,4.0,3.0,4.0,5.0,5.0,4.0,2.0,5.0,4.0,5.0,4.0,1
2557,pumagroup,November 2019,während meiner tätigkeit voll und ganz zufrieden,recommended,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,1
2558,linde,Mai 2020,Sehr professionell und flxibel auf die Mitarbeiter eingehend,recommended,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,1
2559,covestro-deutschland3,März 2021,Ein empfehlenswerter Arbeitgeber,recommended,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,1
2560,hellofresh,März 2021,Nicht so gut wie angepriesen,not_recommended,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2561,hannover-rueckversicherung,Juli 2021,Ein guter Platz um länger zu bleiben,recommended,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,1
2562,continental-gruppe,Januar 2022,"Viel Abteilungsdenken und Mikromanagement, aber einige nette Leute",not_recommended,4.0,3.0,2.0,5.0,2.0,4.0,4.0,3.0,3.0,1.0,3.0,3.0,0
2563,bayer,September 2021,Top Arbeitgeber,recommended,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,1
